"cop_name","plate","well","day"
"22_1D","22","1D",13
"22_1D","22","1D",15
"22_1D","22","1D",17
"22_2A","22","2A",5
"22_2A","22","2A",7
"22_2A","22","2A",9
"22_2A","22","2A",11
"22_2A","22","2A",13
"22_2A","22","2A",15
"22_2A","22","2A",17
"22_2A","22","2A",19
"22_2A","22","2A",21
"22_2B","22","2B",5
"22_2B","22","2B",7
"22_2B","22","2B",9
"22_2B","22","2B",11
"22_2B","22","2B",13
"22_2B","22","2B",15
"22_2B","22","2B",17
"22_2B","22","2B",19
"22_2B","22","2B",21
"22_2C","22","2C",5
"22_2C","22","2C",7
"22_2C","22","2C",9
"22_2C","22","2C",11
"22_2C","22","2C",13
"22_2C","22","2C",15
"22_2C","22","2C",17
"22_2C","22","2C",19
"22_2C","22","2C",21
"22_2D","22","2D",5
"22_2D","22","2D",7
"22_2D","22","2D",9
"22_2D","22","2D",11
"22_2D","22","2D",13
"22_2D","22","2D",15
"22_2D","22","2D",17
"22_2D","22","2D",19
"22_2D","22","2D",21
"22_3A","22","3A",5
"22_3A","22","3A",7
"22_3A","22","3A",9
"22_3A","22","3A",11
"22_3A","22","3A",13
"22_3D","22","3D",5
"22_3D","22","3D",7
"22_3D","22","3D",9
"22_3D","22","3D",11
"22_3D","22","3D",13
"22_3D","22","3D",15
"22_3D","22","3D",17
"22_3D","22","3D",19
"22_3D","22","3D",21
"22_4B","22","4B",5
"22_4B","22","4B",7
"22_4B","22","4B",9
"22_4B","22","4B",11
"22_4B","22","4B",13
"22_4B","22","4B",15
"22_4B","22","4B",17
"22_4B","22","4B",19
"22_4B","22","4B",21
"22_4C","22","4C",5
"22_4C","22","4C",7
"22_4C","22","4C",9
"22_4C","22","4C",11
"22_4C","22","4C",13
"22_4C","22","4C",15
"22_4D","22","4D",5
"22_4D","22","4D",7
"22_4D","22","4D",9
"22_4D","22","4D",11
"22_4D","22","4D",13
"22_4D","22","4D",15
"22_4D","22","4D",17
"22_4D","22","4D",19
"22_4D","22","4D",21
"22_5B","22","5B",5
"22_5B","22","5B",7
"22_5B","22","5B",9
"22_5B","22","5B",11
"22_5B","22","5B",13
"22_5B","22","5B",15
"22_5B","22","5B",17
"22_5B","22","5B",19
"22_5B","22","5B",21
"22_5C","22","5C",5
"22_5C","22","5C",7
"22_5C","22","5C",9
"22_5C","22","5C",11
"22_5C","22","5C",13
"22_5C","22","5C",15
"22_5C","22","5C",17
"22_5C","22","5C",19
"22_5C","22","5C",21
"22_5D","22","5D",5
"22_5D","22","5D",7
"22_5D","22","5D",9
"22_5D","22","5D",11
"22_5D","22","5D",13
"22_5D","22","5D",15
"22_5D","22","5D",17
"22_5D","22","5D",19
"22_5D","22","5D",21
"22_6A","22","6A",5
"22_6A","22","6A",7
"22_6A","22","6A",9
"22_6A","22","6A",11
"22_6A","22","6A",13
"22_6B","22","6B",5
"22_6B","22","6B",7
"22_6B","22","6B",9
"22_6B","22","6B",11
"22_6B","22","6B",13
"22_6B","22","6B",15
"22_6B","22","6B",17
"22_6B","22","6B",19
"22_6B","22","6B",21
"22_6C","22","6C",5
"22_6C","22","6C",7
"22_6C","22","6C",9
"22_6C","22","6C",11
"22_6C","22","6C",13
"22_6C","22","6C",15
"22_6C","22","6C",17
"22_6C","22","6C",19
"22_6C","22","6C",21
"22_6D","22","6D",5
"22_6D","22","6D",7
"22_6D","22","6D",9
"22_6D","22","6D",11
"22_6D","22","6D",13
"22_6D","22","6D",15
"22_6D","22","6D",17
"22_6D","22","6D",19
"22_6D","22","6D",21
"23_1A","23","1A",5
"23_1A","23","1A",7
"23_1A","23","1A",9
"23_1A","23","1A",11
"23_1A","23","1A",13
"23_1A","23","1A",15
"23_1A","23","1A",17
"23_1A","23","1A",19
"23_1A","23","1A",21
"23_1B","23","1B",5
"23_1B","23","1B",7
"23_1B","23","1B",9
"23_1B","23","1B",11
"23_1B","23","1B",13
"23_1B","23","1B",15
"23_1B","23","1B",17
"23_1B","23","1B",19
"23_1B","23","1B",21
"23_1C","23","1C",5
"23_1C","23","1C",7
"23_1C","23","1C",9
"23_1C","23","1C",11
"23_1C","23","1C",13
"23_1C","23","1C",15
"23_1C","23","1C",17
"23_1C","23","1C",19
"23_1C","23","1C",21
"23_1D","23","1D",5
"23_1D","23","1D",7
"23_1D","23","1D",9
"23_1D","23","1D",11
"23_1D","23","1D",13
"23_1D","23","1D",15
"23_1D","23","1D",17
"23_1D","23","1D",19
"23_1D","23","1D",21
"23_2A","23","2A",5
"23_2A","23","2A",7
"23_2A","23","2A",9
"23_2A","23","2A",11
"23_2A","23","2A",13
"23_2A","23","2A",15
"23_2A","23","2A",17
"23_2A","23","2A",19
"23_2A","23","2A",21
"23_2C","23","2C",5
"23_2C","23","2C",7
"23_2C","23","2C",9
"23_2C","23","2C",11
"23_2C","23","2C",13
"23_2C","23","2C",15
"23_2C","23","2C",17
"23_2C","23","2C",19
"23_2D","23","2D",5
"23_2D","23","2D",7
"23_2D","23","2D",9
"23_2D","23","2D",11
"23_2D","23","2D",13
"23_2D","23","2D",15
"23_2D","23","2D",17
"23_2D","23","2D",19
"23_2D","23","2D",21
"23_3A","23","3A",5
"23_3A","23","3A",7
"23_3A","23","3A",9
"23_3A","23","3A",11
"23_3A","23","3A",13
"23_3A","23","3A",15
"23_3A","23","3A",17
"23_3A","23","3A",19
"23_3A","23","3A",21
"23_3B","23","3B",5
"23_3B","23","3B",7
"23_3B","23","3B",9
"23_3B","23","3B",11
"23_3B","23","3B",13
"23_3B","23","3B",15
"23_3B","23","3B",17
"23_3B","23","3B",19
"23_3B","23","3B",21
"23_3C","23","3C",5
"23_3C","23","3C",7
"23_3C","23","3C",9
"23_3C","23","3C",11
"23_3C","23","3C",13
"23_3C","23","3C",15
"23_3C","23","3C",17
"23_3C","23","3C",19
"23_3C","23","3C",21
"23_3D","23","3D",5
"23_3D","23","3D",7
"23_3D","23","3D",9
"23_3D","23","3D",11
"23_3D","23","3D",13
"23_3D","23","3D",15
"23_3D","23","3D",17
"23_3D","23","3D",19
"23_3D","23","3D",21
"23_4A","23","4A",5
"23_4A","23","4A",7
"23_4A","23","4A",9
"23_4A","23","4A",11
"23_4A","23","4A",13
"23_4A","23","4A",15
"23_4B","23","4B",5
"23_4B","23","4B",7
"23_4B","23","4B",9
"23_4B","23","4B",11
"23_4B","23","4B",13
"23_4B","23","4B",15
"23_4B","23","4B",17
"23_4B","23","4B",19
"23_4B","23","4B",21
"23_4C","23","4C",5
"23_4C","23","4C",7
"23_4C","23","4C",9
"23_4C","23","4C",11
"23_4C","23","4C",13
"23_4C","23","4C",15
"23_4C","23","4C",17
"23_4C","23","4C",19
"23_4C","23","4C",21
"23_4D","23","4D",5
"23_4D","23","4D",7
"23_4D","23","4D",9
"23_4D","23","4D",11
"23_4D","23","4D",13
"23_4D","23","4D",15
"23_4D","23","4D",17
"23_4D","23","4D",19
"23_4D","23","4D",21
"23_5A","23","5A",5
"23_5A","23","5A",7
"23_5A","23","5A",9
"23_5A","23","5A",11
"23_5A","23","5A",13
"23_5A","23","5A",15
"23_5A","23","5A",17
"23_5B","23","5B",5
"23_5B","23","5B",7
"23_5B","23","5B",9
"23_5B","23","5B",11
"23_5B","23","5B",13
"23_5B","23","5B",15
"23_5B","23","5B",17
"23_5B","23","5B",19
"23_5B","23","5B",21
"23_5C","23","5C",5
"23_5C","23","5C",7
"23_5C","23","5C",9
"23_5C","23","5C",11
"23_5C","23","5C",13
"23_5C","23","5C",15
"23_5C","23","5C",17
"23_5C","23","5C",19
"23_5C","23","5C",21
"23_5D","23","5D",5
"23_5D","23","5D",7
"23_5D","23","5D",9
"23_5D","23","5D",11
"23_5D","23","5D",13
"23_5D","23","5D",15
"23_5D","23","5D",17
"23_5D","23","5D",19
"23_5D","23","5D",21
"23_6A","23","6A",5
"23_6A","23","6A",7
"23_6A","23","6A",9
"23_6A","23","6A",11
"23_6A","23","6A",13
"23_6A","23","6A",15
"23_6A","23","6A",17
"23_6A","23","6A",19
"23_6A","23","6A",21
"23_6B","23","6B",5
"23_6B","23","6B",7
"23_6B","23","6B",9
"23_6B","23","6B",11
"23_6B","23","6B",13
"23_6B","23","6B",15
"23_6B","23","6B",17
"23_6B","23","6B",19
"23_6D","23","6D",5
"23_6D","23","6D",7
"23_6D","23","6D",9
"23_6D","23","6D",11
"23_6D","23","6D",13
"23_6D","23","6D",15
"23_6D","23","6D",17
"23_6D","23","6D",19
"23_6D","23","6D",21
"24_1A","24","1A",5
"24_1A","24","1A",7
"24_1A","24","1A",9
"24_1A","24","1A",11
"24_1A","24","1A",13
"24_1A","24","1A",15
"24_1A","24","1A",17
"24_1A","24","1A",19
"24_1A","24","1A",21
"24_1B","24","1B",5
"24_1B","24","1B",7
"24_1B","24","1B",9
"24_1B","24","1B",11
"24_1B","24","1B",13
"24_1B","24","1B",15
"24_1B","24","1B",17
"24_1B","24","1B",19
"24_1B","24","1B",21
"24_1C","24","1C",5
"24_1C","24","1C",7
"24_1C","24","1C",9
"24_1C","24","1C",11
"24_1C","24","1C",13
"24_1C","24","1C",15
"24_1C","24","1C",17
"24_1C","24","1C",19
"24_1C","24","1C",21
"24_1D","24","1D",5
"24_1D","24","1D",7
"24_1D","24","1D",9
"24_1D","24","1D",11
"24_1D","24","1D",13
"24_1D","24","1D",15
"24_1D","24","1D",17
"24_1D","24","1D",19
"24_1D","24","1D",21
"24_2B","24","2B",5
"24_2B","24","2B",7
"24_2B","24","2B",9
"24_2B","24","2B",11
"24_2B","24","2B",13
"24_2B","24","2B",15
"24_2B","24","2B",17
"24_2B","24","2B",19
"24_2B","24","2B",21
"24_2C","24","2C",5
"24_2C","24","2C",7
"24_2C","24","2C",9
"24_2C","24","2C",11
"24_2C","24","2C",13
"24_2C","24","2C",15
"24_2C","24","2C",17
"24_2C","24","2C",19
"24_2C","24","2C",21
"24_3B","24","3B",5
"24_3B","24","3B",7
"24_3B","24","3B",9
"24_3B","24","3B",11
"24_3B","24","3B",13
"24_3B","24","3B",15
"24_3B","24","3B",17
"24_3B","24","3B",19
"24_3B","24","3B",21
"24_3C","24","3C",5
"24_3C","24","3C",7
"24_3C","24","3C",9
"24_3C","24","3C",11
"24_3C","24","3C",13
"24_3C","24","3C",15
"24_3C","24","3C",17
"24_3C","24","3C",19
"24_3C","24","3C",21
"24_3D","24","3D",5
"24_3D","24","3D",7
"24_3D","24","3D",9
"24_3D","24","3D",11
"24_3D","24","3D",13
"24_3D","24","3D",15
"24_3D","24","3D",17
"24_3D","24","3D",19
"24_3D","24","3D",21
"24_4C","24","4C",5
"24_4C","24","4C",7
"24_4C","24","4C",9
"24_4C","24","4C",11
"24_4C","24","4C",13
"24_4C","24","4C",15
"24_4C","24","4C",17
"24_4C","24","4C",19
"24_4C","24","4C",21
"24_4D","24","4D",5
"24_4D","24","4D",7
"24_4D","24","4D",9
"24_4D","24","4D",11
"24_4D","24","4D",13
"24_4D","24","4D",15
"24_4D","24","4D",17
"24_4D","24","4D",19
"24_4D","24","4D",21
"24_5A","24","5A",5
"24_5A","24","5A",7
"24_5A","24","5A",9
"24_5A","24","5A",11
"24_5A","24","5A",13
"24_5A","24","5A",15
"24_5A","24","5A",17
"24_5A","24","5A",19
"24_5A","24","5A",21
"24_5B","24","5B",5
"24_5B","24","5B",7
"24_5B","24","5B",9
"24_5B","24","5B",11
"24_5B","24","5B",13
"24_6B","24","6B",5
"24_6B","24","6B",7
"24_6B","24","6B",9
"24_6B","24","6B",11
"24_6B","24","6B",13
"24_6B","24","6B",15
"24_6B","24","6B",17
"24_6B","24","6B",19
"24_6B","24","6B",21
"24_6C","24","6C",5
"24_6C","24","6C",7
"24_6C","24","6C",9
"24_6C","24","6C",11
"24_6C","24","6C",13
"24_6C","24","6C",15
"24_6C","24","6C",17
"24_6C","24","6C",19
"24_6C","24","6C",21
"24_6D","24","6D",5
"24_6D","24","6D",7
"24_6D","24","6D",9
"24_6D","24","6D",11
"24_6D","24","6D",13
"24_6D","24","6D",15
"24_6D","24","6D",17
"24_6D","24","6D",19
"24_6D","24","6D",21
"25_1A","25","1A",5
"25_1A","25","1A",7
"25_1A","25","1A",9
"25_1A","25","1A",11
"25_1A","25","1A",13
"25_1A","25","1A",15
"25_1A","25","1A",17
"25_1A","25","1A",19
"25_1A","25","1A",21
"25_1B","25","1B",5
"25_1B","25","1B",7
"25_1B","25","1B",9
"25_1B","25","1B",11
"25_1B","25","1B",13
"25_1B","25","1B",15
"25_1B","25","1B",17
"25_1B","25","1B",19
"25_1B","25","1B",21
"25_1C","25","1C",5
"25_1C","25","1C",7
"25_1C","25","1C",9
"25_1C","25","1C",11
"25_1C","25","1C",13
"25_1C","25","1C",15
"25_1C","25","1C",17
"25_1C","25","1C",19
"25_1C","25","1C",21
"25_2A","25","2A",5
"25_2A","25","2A",7
"25_2A","25","2A",9
"25_2A","25","2A",11
"25_2A","25","2A",13
"25_2A","25","2A",15
"25_2A","25","2A",17
"25_2A","25","2A",19
"25_2A","25","2A",21
"25_2C","25","2C",5
"25_2C","25","2C",7
"25_2C","25","2C",9
"25_2C","25","2C",11
"25_2C","25","2C",13
"25_2C","25","2C",15
"25_2C","25","2C",17
"25_2C","25","2C",19
"25_2C","25","2C",21
"25_2D","25","2D",5
"25_2D","25","2D",7
"25_2D","25","2D",9
"25_2D","25","2D",11
"25_2D","25","2D",13
"25_2D","25","2D",15
"25_2D","25","2D",17
"25_2D","25","2D",19
"25_2D","25","2D",21
"25_3A","25","3A",5
"25_3A","25","3A",7
"25_3A","25","3A",9
"25_3A","25","3A",11
"25_3A","25","3A",13
"25_3A","25","3A",15
"25_3A","25","3A",17
"25_3A","25","3A",19
"25_3A","25","3A",21
"25_3B","25","3B",5
"25_3B","25","3B",7
"25_3B","25","3B",9
"25_3B","25","3B",11
"25_3B","25","3B",13
"25_3B","25","3B",15
"25_3B","25","3B",17
"25_3B","25","3B",19
"25_3B","25","3B",21
"25_3D","25","3D",5
"25_3D","25","3D",7
"25_3D","25","3D",9
"25_3D","25","3D",11
"25_3D","25","3D",13
"25_3D","25","3D",15
"25_3D","25","3D",17
"25_3D","25","3D",19
"25_3D","25","3D",21
"25_4A","25","4A",5
"25_4A","25","4A",7
"25_4A","25","4A",9
"25_4A","25","4A",11
"25_4A","25","4A",13
"25_4A","25","4A",15
"25_4A","25","4A",17
"25_4A","25","4A",19
"25_4A","25","4A",21
"25_4B","25","4B",5
"25_4B","25","4B",7
"25_4B","25","4B",9
"25_4B","25","4B",11
"25_4B","25","4B",13
"25_4B","25","4B",15
"25_4B","25","4B",17
"25_4C","25","4C",5
"25_4C","25","4C",7
"25_4C","25","4C",9
"25_4C","25","4C",11
"25_4C","25","4C",13
"25_4C","25","4C",15
"25_4C","25","4C",17
"25_4C","25","4C",19
"25_4C","25","4C",21
"25_4D","25","4D",5
"25_4D","25","4D",7
"25_4D","25","4D",9
"25_4D","25","4D",11
"25_4D","25","4D",13
"25_4D","25","4D",15
"25_4D","25","4D",17
"25_4D","25","4D",19
"25_4D","25","4D",21
"25_5A","25","5A",5
"25_5A","25","5A",7
"25_5A","25","5A",9
"25_5A","25","5A",11
"25_5A","25","5A",13
"25_5A","25","5A",15
"25_5A","25","5A",17
"25_5A","25","5A",19
"25_5A","25","5A",21
"25_5B","25","5B",5
"25_5B","25","5B",7
"25_5B","25","5B",9
"25_5B","25","5B",11
"25_5B","25","5B",13
"25_5B","25","5B",15
"25_5B","25","5B",17
"25_5B","25","5B",19
"25_5B","25","5B",21
"25_5C","25","5C",5
"25_5C","25","5C",7
"25_5C","25","5C",9
"25_5C","25","5C",11
"25_5C","25","5C",13
"25_5C","25","5C",15
"25_5D","25","5D",5
"25_5D","25","5D",7
"25_5D","25","5D",9
"25_5D","25","5D",11
"25_5D","25","5D",13
"25_5D","25","5D",15
"25_5D","25","5D",17
"25_5D","25","5D",19
"25_5D","25","5D",21
"25_6B","25","6B",5
"25_6B","25","6B",7
"25_6B","25","6B",9
"25_6B","25","6B",11
"25_6B","25","6B",13
"25_6B","25","6B",15
"25_6B","25","6B",17
"25_6B","25","6B",19
"25_6B","25","6B",21
"25_6D","25","6D",5
"25_6D","25","6D",7
"25_6D","25","6D",9
"25_6D","25","6D",11
"25_6D","25","6D",13
"25_6D","25","6D",15
"25_6D","25","6D",17
"25_6D","25","6D",19
"25_6D","25","6D",21
"26_1A","26","1A",5
"26_1A","26","1A",7
"26_1A","26","1A",9
"26_1A","26","1A",11
"26_1A","26","1A",13
"26_1A","26","1A",15
"26_1A","26","1A",17
"26_1A","26","1A",19
"26_1A","26","1A",21
"26_1B","26","1B",5
"26_1B","26","1B",7
"26_1B","26","1B",9
"26_2A","26","2A",5
"26_2A","26","2A",7
"26_2A","26","2A",9
"26_2A","26","2A",11
"26_2A","26","2A",13
"26_2A","26","2A",15
"26_2C","26","2C",5
"26_2C","26","2C",7
"26_2C","26","2C",9
"26_2C","26","2C",11
"26_2C","26","2C",13
"26_2C","26","2C",15
"26_2C","26","2C",17
"26_2C","26","2C",19
"26_2C","26","2C",21
"26_3A","26","3A",5
"26_3A","26","3A",7
"26_3A","26","3A",9
"26_3A","26","3A",11
"26_3A","26","3A",13
"26_3A","26","3A",15
"26_3A","26","3A",17
"26_3A","26","3A",19
"26_3A","26","3A",21
"26_3B","26","3B",5
"26_3B","26","3B",7
"26_3B","26","3B",9
"26_3B","26","3B",11
"26_3B","26","3B",13
"26_3B","26","3B",15
"26_3B","26","3B",17
"26_3B","26","3B",19
"26_3B","26","3B",21
"26_3C","26","3C",5
"26_3C","26","3C",7
"26_3C","26","3C",9
"26_3C","26","3C",11
"26_3C","26","3C",13
"26_4A","26","4A",5
"26_4A","26","4A",7
"26_4A","26","4A",9
"26_4A","26","4A",11
"26_4A","26","4A",13
"26_4A","26","4A",15
"26_4A","26","4A",17
"26_4A","26","4A",19
"26_4A","26","4A",21
"26_4B","26","4B",5
"26_4B","26","4B",7
"26_4B","26","4B",9
"26_4B","26","4B",11
"26_4B","26","4B",13
"26_4B","26","4B",15
"26_4B","26","4B",17
"26_4B","26","4B",19
"26_4B","26","4B",21
"26_4D","26","4D",5
"26_4D","26","4D",7
"26_4D","26","4D",9
"26_4D","26","4D",11
"26_4D","26","4D",13
"26_4D","26","4D",15
"26_4D","26","4D",17
"26_4D","26","4D",19
"26_4D","26","4D",21
"26_5A","26","5A",5
"26_5A","26","5A",7
"26_5A","26","5A",9
"26_5A","26","5A",11
"26_5A","26","5A",13
"26_5A","26","5A",15
"26_5A","26","5A",17
"26_5A","26","5A",19
"26_5A","26","5A",21
"26_5B","26","5B",5
"26_5B","26","5B",7
"26_5B","26","5B",9
"26_5B","26","5B",11
"26_5B","26","5B",13
"26_5B","26","5B",15
"26_5B","26","5B",17
"26_5B","26","5B",19
"26_5B","26","5B",21
"26_5C","26","5C",5
"26_5C","26","5C",7
"26_5C","26","5C",9
"26_5C","26","5C",11
"26_5C","26","5C",13
"26_5C","26","5C",15
"26_5C","26","5C",17
"26_5C","26","5C",19
"26_5C","26","5C",21
"26_5D","26","5D",5
"26_5D","26","5D",7
"26_5D","26","5D",9
"26_5D","26","5D",11
"26_5D","26","5D",13
"26_5D","26","5D",15
"26_5D","26","5D",17
"26_5D","26","5D",19
"26_5D","26","5D",21
"26_6A","26","6A",5
"26_6A","26","6A",7
"26_6A","26","6A",9
"26_6A","26","6A",11
"26_6A","26","6A",13
"26_6A","26","6A",15
"26_6A","26","6A",17
"26_6A","26","6A",19
"26_6A","26","6A",21
"26_6B","26","6B",5
"26_6B","26","6B",7
"26_6B","26","6B",9
"26_6B","26","6B",11
"26_6B","26","6B",13
"26_6B","26","6B",15
"26_6B","26","6B",17
"26_6B","26","6B",19
"26_6B","26","6B",21
"26_6C","26","6C",5
"26_6C","26","6C",7
"26_6C","26","6C",9
"26_6C","26","6C",11
"26_6C","26","6C",13
"26_6C","26","6C",15
"26_6C","26","6C",17
"26_6C","26","6C",19
"26_6C","26","6C",21
"27_1A","27","1A",5
"27_1A","27","1A",7
"27_1A","27","1A",9
"27_1A","27","1A",11
"27_1A","27","1A",13
"27_1A","27","1A",15
"27_1A","27","1A",17
"27_1A","27","1A",19
"27_1A","27","1A",21
"27_1B","27","1B",5
"27_1B","27","1B",7
"27_1B","27","1B",9
"27_1B","27","1B",11
"27_1B","27","1B",13
"27_1B","27","1B",15
"27_1B","27","1B",17
"27_1B","27","1B",19
"27_1B","27","1B",21
"27_1C","27","1C",5
"27_1C","27","1C",7
"27_1C","27","1C",9
"27_1C","27","1C",11
"27_1C","27","1C",13
"27_1C","27","1C",15
"27_1C","27","1C",17
"27_1C","27","1C",19
"27_1C","27","1C",21
"27_1D","27","1D",5
"27_1D","27","1D",7
"27_1D","27","1D",9
"27_1D","27","1D",11
"27_1D","27","1D",13
"27_1D","27","1D",15
"27_1D","27","1D",17
"27_1D","27","1D",19
"27_1D","27","1D",21
"27_2A","27","2A",5
"27_2A","27","2A",7
"27_2A","27","2A",9
"27_2A","27","2A",11
"27_2A","27","2A",13
"27_2A","27","2A",15
"27_2A","27","2A",17
"27_2A","27","2A",19
"27_2A","27","2A",21
"27_2D","27","2D",5
"27_2D","27","2D",7
"27_2D","27","2D",9
"27_2D","27","2D",11
"27_2D","27","2D",13
"27_2D","27","2D",15
"27_2D","27","2D",17
"27_3B","27","3B",5
"27_3B","27","3B",7
"27_3B","27","3B",9
"27_3B","27","3B",11
"27_3B","27","3B",13
"27_3B","27","3B",15
"27_3B","27","3B",17
"27_3B","27","3B",19
"27_3B","27","3B",21
"27_3C","27","3C",5
"27_3C","27","3C",7
"27_3C","27","3C",9
"27_3C","27","3C",11
"27_3C","27","3C",13
"27_3C","27","3C",15
"27_3C","27","3C",17
"27_3C","27","3C",19
"27_3C","27","3C",21
"27_3D","27","3D",5
"27_3D","27","3D",7
"27_3D","27","3D",9
"27_3D","27","3D",11
"27_3D","27","3D",13
"27_3D","27","3D",15
"27_3D","27","3D",17
"27_3D","27","3D",19
"27_3D","27","3D",21
"27_4B","27","4B",5
"27_4B","27","4B",7
"27_4B","27","4B",9
"27_4B","27","4B",11
"27_4B","27","4B",13
"27_4C","27","4C",5
"27_4C","27","4C",7
"27_4C","27","4C",9
"27_4C","27","4C",11
"27_4C","27","4C",13
"27_4C","27","4C",15
"27_4C","27","4C",17
"27_4C","27","4C",19
"27_4C","27","4C",21
"27_4D","27","4D",5
"27_4D","27","4D",7
"27_4D","27","4D",9
"27_4D","27","4D",11
"27_4D","27","4D",13
"27_4D","27","4D",15
"27_4D","27","4D",17
"27_4D","27","4D",19
"27_4D","27","4D",21
"27_5B","27","5B",5
"27_5B","27","5B",7
"27_5B","27","5B",9
"27_5B","27","5B",11
"27_5B","27","5B",13
"27_5B","27","5B",15
"27_5B","27","5B",17
"27_5B","27","5B",19
"27_5B","27","5B",21
"27_5C","27","5C",5
"27_5C","27","5C",7
"27_5C","27","5C",9
"27_5C","27","5C",11
"27_5C","27","5C",13
"27_5C","27","5C",15
"27_6A","27","6A",5
"27_6A","27","6A",7
"27_6A","27","6A",9
"27_6A","27","6A",11
"27_6A","27","6A",13
"27_6A","27","6A",15
"27_6C","27","6C",5
"27_6C","27","6C",7
"27_6C","27","6C",9
"27_6C","27","6C",11
"27_6C","27","6C",13
"27_6C","27","6C",15
"27_6C","27","6C",17
"28_1A","28","1A",5
"28_1A","28","1A",7
"28_1A","28","1A",9
"28_1A","28","1A",11
"28_1A","28","1A",13
"28_1A","28","1A",15
"28_1A","28","1A",17
"28_1A","28","1A",19
"28_1A","28","1A",21
"28_2A","28","2A",5
"28_2A","28","2A",7
"28_2A","28","2A",9
"28_2A","28","2A",11
"28_2A","28","2A",13
"28_2A","28","2A",15
"28_2A","28","2A",17
"28_2A","28","2A",19
"28_2D","28","2D",5
"28_2D","28","2D",7
"28_2D","28","2D",9
"28_2D","28","2D",11
"28_2D","28","2D",13
"28_2D","28","2D",15
"28_2D","28","2D",17
"28_2D","28","2D",19
"28_2D","28","2D",21
"28_3B","28","3B",5
"28_3B","28","3B",7
"28_3B","28","3B",9
"28_3B","28","3B",11
"28_3B","28","3B",13
"28_3B","28","3B",15
"28_3B","28","3B",17
"28_3C","28","3C",5
"28_3C","28","3C",7
"28_3C","28","3C",9
"28_3C","28","3C",11
"28_3C","28","3C",13
"28_3C","28","3C",15
"28_3C","28","3C",17
"28_3C","28","3C",19
"28_3C","28","3C",21
"28_3D","28","3D",5
"28_3D","28","3D",7
"28_3D","28","3D",9
"28_3D","28","3D",11
"28_3D","28","3D",13
"28_3D","28","3D",15
"28_3D","28","3D",17
"28_3D","28","3D",19
"28_3D","28","3D",21
"28_4A","28","4A",5
"28_4A","28","4A",7
"28_4A","28","4A",9
"28_4A","28","4A",11
"28_4A","28","4A",13
"28_4A","28","4A",15
"28_4A","28","4A",17
"28_4A","28","4A",19
"28_4A","28","4A",21
"28_4B","28","4B",5
"28_4B","28","4B",7
"28_4B","28","4B",9
"28_4B","28","4B",11
"28_4B","28","4B",13
"28_4B","28","4B",15
"28_4B","28","4B",17
"28_4B","28","4B",19
"28_4B","28","4B",21
"28_5B","28","5B",5
"28_5B","28","5B",7
"28_5B","28","5B",9
"28_5B","28","5B",11
"28_5B","28","5B",13
"28_5B","28","5B",15
"28_5B","28","5B",17
"28_5B","28","5B",19
"28_5B","28","5B",21
"28_5C","28","5C",5
"28_5C","28","5C",7
"28_5C","28","5C",9
"28_5C","28","5C",11
"28_5C","28","5C",13
"28_6A","28","6A",5
"28_6A","28","6A",7
"28_6A","28","6A",9
"28_6A","28","6A",11
"28_6A","28","6A",13
"28_6A","28","6A",15
"28_6A","28","6A",17
"28_6A","28","6A",19
"28_6A","28","6A",21
"28_6C","28","6C",5
"28_6C","28","6C",7
"28_6C","28","6C",9
"28_6C","28","6C",11
"28_6C","28","6C",13
"28_6C","28","6C",15
"28_6C","28","6C",17
"28_6C","28","6C",19
"28_6C","28","6C",21
"29_1A","29","1A",5
"29_1A","29","1A",7
"29_1A","29","1A",9
"29_1A","29","1A",11
"29_1A","29","1A",13
"29_1A","29","1A",15
"29_1A","29","1A",17
"29_1A","29","1A",19
"29_1A","29","1A",21
"29_1C","29","1C",5
"29_1C","29","1C",7
"29_1C","29","1C",9
"29_1C","29","1C",11
"29_1C","29","1C",13
"29_1C","29","1C",15
"29_1C","29","1C",17
"29_1C","29","1C",19
"29_1C","29","1C",21
"29_2A","29","2A",5
"29_2A","29","2A",7
"29_2A","29","2A",9
"29_2A","29","2A",11
"29_2A","29","2A",13
"29_2A","29","2A",15
"29_2A","29","2A",17
"29_2A","29","2A",19
"29_2A","29","2A",21
"29_2B","29","2B",5
"29_2B","29","2B",7
"29_2B","29","2B",9
"29_2B","29","2B",11
"29_2B","29","2B",13
"29_2B","29","2B",15
"29_2B","29","2B",17
"29_2B","29","2B",19
"29_2B","29","2B",21
"29_2C","29","2C",5
"29_2C","29","2C",7
"29_2C","29","2C",9
"29_2C","29","2C",11
"29_2C","29","2C",13
"29_2C","29","2C",15
"29_2C","29","2C",17
"29_2C","29","2C",19
"29_2C","29","2C",21
"29_2D","29","2D",5
"29_2D","29","2D",7
"29_2D","29","2D",9
"29_2D","29","2D",11
"29_2D","29","2D",13
"29_2D","29","2D",15
"29_2D","29","2D",17
"29_2D","29","2D",19
"29_2D","29","2D",21
"29_3B","29","3B",5
"29_3B","29","3B",7
"29_3B","29","3B",9
"29_3B","29","3B",11
"29_3B","29","3B",13
"29_3B","29","3B",15
"29_3B","29","3B",17
"29_3B","29","3B",19
"29_3B","29","3B",21
"29_5A","29","5A",5
"29_5A","29","5A",7
"29_5A","29","5A",9
"29_5A","29","5A",11
"29_5A","29","5A",13
"29_5A","29","5A",15
"29_5A","29","5A",17
"29_5A","29","5A",19
