"fname","cop_name","plate","frame","sec","drop","blobs","blob_size","x","y","distance","dot_product"
"18_6C_07","18_6C","18",0,-2.75,0,0,NA,686,290.15,NA,NA
"18_6C_07","18_6C","18",1,-2.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",2,-2.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",3,-2.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",4,-2.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",5,-2.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",6,-2,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",7,-1.875,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",8,-1.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",9,-1.625,0,1,4.01123428344727,686,290.15,0,0
"18_6C_07","18_6C","18",10,-1.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",11,-1.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",12,-1.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",13,-1.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",14,-1,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",15,-0.875,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",16,-0.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",17,-0.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",18,-0.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",19,-0.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",20,-0.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",21,-0.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",22,0,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",23,0.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",24,0.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",25,0.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",26,0.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",27,0.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",28,0.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",29,0.875,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",30,1,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",31,1.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",32,1.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",33,1.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",34,1.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",35,1.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",36,1.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",37,1.875,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",38,2,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",39,2.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",40,2.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",41,2.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",42,2.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",43,2.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",44,2.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",45,2.875,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",46,3,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",47,3.125,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",48,3.25,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",49,3.375,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",50,3.5,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",51,3.625,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",52,3.75,0,0,NA,686,290.15,0,0
"18_6C_07","18_6C","18",53,3.875,0,1,4.69213390350342,686,290.15,0,0
"18_6C_07","18_6C","18",54,4,0,1,4.4032998085022,686,290.15,0,0
"18_6C_07","18_6C","18",55,4.125,0,1,4.76533842086792,682.91,392.86,102.756470355886,169.711299999999
"18_6C_07","18_6C","18",56,4.25,0,1,3.16227769851685,682.5,394.5,1.69047330650322,0
"18_6C_07","18_6C","18",57,4.375,0,0,NA,682.5,394.5,0,0
"18_6C_07","18_6C","18",58,4.5,0,0,NA,682.5,394.5,0,0
"18_6C_07","18_6C","18",59,4.625,0,1,3.10949110984802,683.19,395,0.852115015710952,0
"18_6C_07","18_6C","18",60,4.75,0,1,3.10949110984802,683.19,395,0,0
"18_6C_07","18_6C","18",61,4.875,0,1,3.61316752433777,683.37,394.78,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",62,5,0,1,3.10949110984802,683.19,395,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",63,5.125,0,1,3.61316752433777,683.37,394.78,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",64,5.25,0,1,3.10949110984802,683.19,395,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",65,5.375,0,1,3.61316752433777,683.37,394.78,0.284253408071027,0
"18_6C_07","18_6C","18",66,5.5,0,1,3.61316752433777,683.37,394.78,0,0
"18_6C_07","18_6C","18",67,5.625,0,1,3.10949110984802,683.19,395,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",68,5.75,0,1,3.61316752433777,683.37,394.78,0.284253408071027,-0.0250000000000193
"18_6C_07","18_6C","18",69,5.875,0,1,3.30277562141418,683.5,395,0.255538646783634,-0.0402999999999915
"18_6C_07","18_6C","18",70,6,0,1,3.10949110984802,683.19,395,0.309999999999945,0
"18_6C_07","18_6C","18",71,6.125,0,1,3.10949110984802,683.19,395,0,0
"18_6C_07","18_6C","18",72,6.25,0,1,3.61316752433777,683.37,394.78,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",73,6.375,0,1,3.10949110984802,683.19,395,0.284253408071027,-0.080799999999994
"18_6C_07","18_6C","18",74,6.5,0,1,3.61316752433777,683.37,394.78,0.284253408071027,0
"18_6C_07","18_6C","18",75,6.625,0,1,3.61316752433777,683.37,394.78,0,0
"18_6C_07","18_6C","18",76,6.75,0,0,NA,683.37,394.78,0,0
"18_6C_07","18_6C","18",77,6.875,0,1,3.61316752433777,683.37,394.78,0,0
"18_6C_07","18_6C","18",78,7,0,1,3.61316752433777,683.37,394.78,0,0
"18_6C_07","18_6C","18",79,7.125,0,1,3.61316752433777,683.37,394.78,0,0
"18_6C_07","18_6C","18",80,7.25,0,1,3.30277562141418,683.5,395,0.255538646783634,0
"18_6C_07","18_6C","18",81,7.375,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",82,7.5,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",83,7.625,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",84,7.75,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",85,7.875,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",86,8,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",87,8.125,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",88,8.25,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",89,8.375,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",90,8.5,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",91,8.625,0,0,NA,683.5,395,0,0
"18_6C_07","18_6C","18",92,8.75,0,0,NA,683.5,395,0,0
