"fname","cop_name","plate","frame","sec","drop","blobs","blob_size","x","y","distance","dot_product"
"36_6D_17","36_6D","36",0,-1.125,0,0,NA,772.5,482.5,NA,NA
"36_6D_17","36_6D","36",1,-1,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",2,-0.875,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",3,-0.75,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",4,-0.625,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",5,-0.5,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",6,-0.375,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",7,-0.25,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",8,-0.125,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",9,0,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",10,0.125,0,1,3.16227769851685,772.5,482.5,0,0
"36_6D_17","36_6D","36",11,0.25,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",12,0.375,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",13,0.5,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",14,0.625,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",15,0.75,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",16,0.875,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",17,1,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",18,1.125,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",19,1.25,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",20,1.375,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",21,1.5,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",22,1.625,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",23,1.75,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",24,1.875,0,1,3.60555124282837,772.5,482.5,0,0
"36_6D_17","36_6D","36",25,2,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",26,2.125,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",27,2.25,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",28,2.375,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",29,2.5,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",30,2.625,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",31,2.75,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",32,2.875,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",33,3,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",34,3.125,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",35,3.25,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",36,3.375,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",37,3.5,0,1,3.60555124282837,772.5,482.5,0,0
"36_6D_17","36_6D","36",38,3.625,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",39,3.75,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",40,3.875,0,0,NA,772.5,482.5,0,0
"36_6D_17","36_6D","36",41,4,0,0,NA,772.5,482.5,0,0
