"fname","cop_name","plate","frame","sec","drop","blobs","blob_size","x","y","distance","dot_product"
"10_2A_09","10_2A","10",0,-5.875,0,0,NA,232.5,116.5,NA,NA
"10_2A_09","10_2A","10",1,-5.75,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",2,-5.625,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",3,-5.5,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",4,-5.375,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",5,-5.25,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",6,-5.125,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",7,-5,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",8,-4.875,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",9,-4.75,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",10,-4.625,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",11,-4.5,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",12,-4.375,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",13,-4.25,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",14,-4.125,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",15,-4,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",16,-3.875,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",17,-3.75,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",18,-3.625,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",19,-3.5,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",20,-3.375,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",21,-3.25,0,0,NA,232.5,116.5,0,0
"10_2A_09","10_2A","10",22,-3.125,0,1,4.24264049530029,232.5,116.5,0,0
"10_2A_09","10_2A","10",23,-3,0,1,4.4721360206604,231,117,1.58113883008419,1.95500000000001
"10_2A_09","10_2A","10",24,-2.875,0,1,4.69213390350342,229.66,116.89,1.34450734471776,1.5423
"10_2A_09","10_2A","10",25,-2.75,0,1,5,228.5,117,1.16520384482716,1.84200000000001
"10_2A_09","10_2A","10",26,-2.625,0,1,5.19134998321533,226.95,117.4,1.60078105935822,5.62350000000001
"10_2A_09","10_2A","10",27,-2.5,0,1,4.7646369934082,223.74,119.02,3.5956223383442,3.94800000000001
"10_2A_09","10_2A","10",28,-2.375,0,1,4.56155300140381,222.5,119,1.24016127983421,3.29840000000002
"10_2A_09","10_2A","10",29,-2.25,0,1,4.34192895889282,219.84,119,2.66,0
"10_2A_09","10_2A","10",30,-2.125,0,0,NA,219.84,119,0,0
"10_2A_09","10_2A","10",31,-2,0,1,5.67222690582275,214.53,119.65,5.34963550160196,0
"10_2A_09","10_2A","10",32,-1.875,0,0,NA,214.53,119.65,0,0
"10_2A_09","10_2A","10",33,-1.75,0,1,5.5812668800354,212.5,120.27,2.12256919792971,0.460600000000011
"10_2A_09","10_2A","10",34,-1.625,0,1,5.38509225845337,212.38,120.62,0.37000000000001,0
"10_2A_09","10_2A","10",35,-1.5,0,1,4.8228497505188,212.38,120.62,0,0
"10_2A_09","10_2A","10",36,-1.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",37,-1.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",38,-1.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",39,-1,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",40,-0.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",41,-0.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",42,-0.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",43,-0.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",44,-0.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",45,-0.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",46,-0.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",47,0,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",48,0.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",49,0.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",50,0.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",51,0.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",52,0.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",53,0.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",54,0.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",55,1,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",56,1.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",57,1.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",58,1.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",59,1.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",60,1.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",61,1.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",62,1.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",63,2,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",64,2.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",65,2.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",66,2.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",67,2.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",68,2.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",69,2.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",70,2.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",71,3,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",72,3.125,0,1,3.61316752433777,212.38,120.62,0,0
"10_2A_09","10_2A","10",73,3.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",74,3.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",75,3.5,0,1,3.60555124282837,212.38,120.62,0,0
"10_2A_09","10_2A","10",76,3.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",77,3.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",78,3.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",79,4,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",80,4.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",81,4.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",82,4.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",83,4.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",84,4.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",85,4.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",86,4.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",87,5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",88,5.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",89,5.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",90,5.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",91,5.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",92,5.625,0,1,3.60555124282837,212.38,120.62,0,0
"10_2A_09","10_2A","10",93,5.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",94,5.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",95,6,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",96,6.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",97,6.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",98,6.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",99,6.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",100,6.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",101,6.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",102,6.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",103,7,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",104,7.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",105,7.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",106,7.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",107,7.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",108,7.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",109,7.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",110,7.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",111,8,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",112,8.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",113,8.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",114,8.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",115,8.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",116,8.625,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",117,8.75,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",118,8.875,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",119,9,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",120,9.125,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",121,9.25,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",122,9.375,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",123,9.5,0,0,NA,212.38,120.62,0,0
"10_2A_09","10_2A","10",124,9.625,0,0,NA,212.38,120.62,0,0
