"fname","cop_name","plate","frame","sec","drop","blobs","blob_size","x","y","distance","dot_product"
"08_1A_05","08_1A","08",0,-4,0,0,NA,90.5,60.5,NA,NA
"08_1A_05","08_1A","08",1,-3.875,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",2,-3.75,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",3,-3.625,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",4,-3.5,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",5,-3.375,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",6,-3.25,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",7,-3.125,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",8,-3,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",9,-2.875,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",10,-2.75,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",11,-2.625,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",12,-2.5,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",13,-2.375,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",14,-2.25,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",15,-2.125,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",16,-2,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",17,-1.875,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",18,-1.75,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",19,-1.625,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",20,-1.5,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",21,-1.375,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",22,-1.25,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",23,-1.125,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",24,-1,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",25,-0.875,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",26,-0.75,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",27,-0.625,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",28,-0.5,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",29,-0.375,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",30,-0.25,0,0,NA,90.5,60.5,0,0
"08_1A_05","08_1A","08",31,-0.125,0,1,3.16227769851685,90.5,60.5,0,0
"08_1A_05","08_1A","08",32,0,0,1,3.61316752433777,89.78,59.63,1.12929181348312,0.314700000000002
"08_1A_05","08_1A","08",33,0.125,0,1,3.16227769851685,89.5,59.5,0.308706980808665,0.442100000000002
"08_1A_05","08_1A","08",34,0.25,0,1,3.9712381362915,88,59.33,1.50960259671213,0
"08_1A_05","08_1A","08",35,0.375,0,0,NA,88,59.33,0,0
"08_1A_05","08_1A","08",36,0.5,0,0,NA,88,59.33,0,0
"08_1A_05","08_1A","08",37,0.625,0,1,3.61316752433777,86.37,54.32,5.26849124512891,-2.46449999999999
"08_1A_05","08_1A","08",38,0.75,0,1,3.61316752433777,86.13,54.89,0.618465843842653,2.16240000000002
"08_1A_05","08_1A","08",39,0.875,0,1,4.30334234237671,84.15,57.85,3.56117957985833,0.0818000000000149
"08_1A_05","08_1A","08",40,1,0,1,3.79621624946594,83.72,57.59,0.502493781056049,-0.141200000000002
"08_1A_05","08_1A","08",41,1.125,0,1,3.9712381362915,84,57.67,0.291204395571221,-0.0419999999999998
"08_1A_05","08_1A","08",42,1.25,0,1,3.63458633422852,83.81,57.81,0.236008474424117,-0.308599999999999
"08_1A_05","08_1A","08",43,1.375,0,1,3.30277562141418,84.27,56.23,1.64560019445794,-2.39940000000001
"08_1A_05","08_1A","08",44,1.5,0,1,3.9712381362915,84,57.67,1.46509385364898,-8.13420000000002
"08_1A_05","08_1A","08",45,1.625,0,1,3.16227769851685,85.7,52.34,5.59454198304025,-33.0766
"08_1A_05","08_1A","08",46,1.75,0,1,3.83653593063354,83.55,57.86,5.92392606300923,-0.194700000000006
"08_1A_05","08_1A","08",47,1.875,0,1,3.41421365737915,84,58,0.47127486671793,-0.0885000000000029
"08_1A_05","08_1A","08",48,2,0,1,4.30334234237671,83.85,57.85,0.212132034355967,0
"08_1A_05","08_1A","08",49,2.125,0,0,NA,83.85,57.85,0,0
"08_1A_05","08_1A","08",50,2.25,0,1,4.01123428344727,78,54.85,6.57438210024333,2.98500000000002
"08_1A_05","08_1A","08",51,2.375,0,1,4.62220525741577,77.3,55.22,0.791770168672704,-0.0808999999999941
"08_1A_05","08_1A","08",52,2.5,0,1,4.30334234237671,76.85,54.15,1.16077560277601,0
"08_1A_05","08_1A","08",53,2.625,0,0,NA,76.85,54.15,0,0
"08_1A_05","08_1A","08",54,2.75,0,1,3.72725701332092,74.37,53.85,2.49807926215321,0
