"fname","cop_name","plate","frame","sec","drop","blobs","blob_size","x","y","distance","dot_product"
"43_2A_11","43_2A","43",0,-1.125,0,0,NA,153.5,80.5,NA,NA
"43_2A_11","43_2A","43",1,-1,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",2,-0.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",3,-0.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",4,-0.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",5,-0.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",6,-0.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",7,-0.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",8,-0.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",9,0,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",10,0.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",11,0.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",12,0.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",13,0.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",14,0.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",15,0.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",16,0.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",17,1,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",18,1.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",19,1.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",20,1.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",21,1.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",22,1.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",23,1.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",24,1.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",25,2,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",26,2.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",27,2.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",28,2.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",29,2.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",30,2.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",31,2.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",32,2.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",33,3,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",34,3.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",35,3.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",36,3.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",37,3.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",38,3.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",39,3.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",40,3.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",41,4,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",42,4.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",43,4.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",44,4.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",45,4.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",46,4.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",47,4.75,0,1,3.16227769851685,153.5,80.5,0,0
"43_2A_11","43_2A","43",48,4.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",49,5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",50,5.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",51,5.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",52,5.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",53,5.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",54,5.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",55,5.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",56,5.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",57,6,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",58,6.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",59,6.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",60,6.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",61,6.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",62,6.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",63,6.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",64,6.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",65,7,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",66,7.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",67,7.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",68,7.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",69,7.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",70,7.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",71,7.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",72,7.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",73,8,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",74,8.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",75,8.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",76,8.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",77,8.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",78,8.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",79,8.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",80,8.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",81,9,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",82,9.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",83,9.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",84,9.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",85,9.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",86,9.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",87,9.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",88,9.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",89,10,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",90,10.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",91,10.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",92,10.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",93,10.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",94,10.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",95,10.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",96,10.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",97,11,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",98,11.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",99,11.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",100,11.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",101,11.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",102,11.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",103,11.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",104,11.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",105,12,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",106,12.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",107,12.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",108,12.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",109,12.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",110,12.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",111,12.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",112,12.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",113,13,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",114,13.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",115,13.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",116,13.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",117,13.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",118,13.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",119,13.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",120,13.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",121,14,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",122,14.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",123,14.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",124,14.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",125,14.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",126,14.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",127,14.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",128,14.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",129,15,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",130,15.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",131,15.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",132,15.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",133,15.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",134,15.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",135,15.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",136,15.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",137,16,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",138,16.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",139,16.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",140,16.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",141,16.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",142,16.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",143,16.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",144,16.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",145,17,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",146,17.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",147,17.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",148,17.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",149,17.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",150,17.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",151,17.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",152,17.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",153,18,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",154,18.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",155,18.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",156,18.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",157,18.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",158,18.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",159,18.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",160,18.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",161,19,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",162,19.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",163,19.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",164,19.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",165,19.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",166,19.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",167,19.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",168,19.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",169,20,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",170,20.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",171,20.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",172,20.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",173,20.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",174,20.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",175,20.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",176,20.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",177,21,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",178,21.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",179,21.25,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",180,21.375,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",181,21.5,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",182,21.625,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",183,21.75,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",184,21.875,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",185,22,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",186,22.125,0,0,NA,153.5,80.5,0,0
"43_2A_11","43_2A","43",187,22.25,0,0,NA,153.5,80.5,0,0
