,day,drop,file_name,fps,frames,height,plate,tracked,width
472,5,,pl36_day5.mov,7.987,1124,576,36,No,784
473,5,,pl37_day5.mov,7.987,984,576,37,No,784
474,5,,pl38_day5.mov,7.987,985,576,38,No,784
475,5,,pl39_day5.mov,7.987,985,576,39,No,784
476,5,,pl3_day5.mov,7.987,1000,576,03,No,784
477,5,,pl40_day5.mov,7.987,1083,576,40,No,784
478,5,,pl41_day5.mov,7.987,1000,576,41,No,784
479,5,,pl42_day5.mov,7.987,1049,576,42,No,784
480,5,,pl43_day5.mov,7.987,987,576,43,No,784
481,5,,pl44_day5.mov,7.987,990,576,44,No,784
482,5,,pl45_day5.mov,7.987,984,576,45,No,784
483,5,,pl46_day5.mov,7.987,1025,576,46,No,784
484,5,,pl47_day5.mov,7.987,987,576,47,No,784
485,5,,pl48_day5.mov,7.987,1002,576,48,No,784
486,5,,pl49_day5.mov,7.987,989,576,49,No,784
487,5,,pl4_day5.mov,7.987,1017,576,04,No,784
488,5,,pl50_day5.mov,7.987,986,576,50,No,784
489,5,,pl51_day5.mov,7.987,1001,576,51,No,784
490,5,,pl52_day5.mov,7.987,1049,576,52,No,784
491,5,,pl53_day5.mov,7.987,1053,576,53,No,784
492,5,,pl54_day5.mov,7.987,1054,576,54,No,784
493,5,,pl55_day5.mov,7.987,1001,576,55,No,784
494,6,,pl56_day6.mov,7.987,1022,576,56,No,784
495,5,,pl57_day5.mov,7.987,1062,576,57,No,784
496,5,,pl58_day5.mov,7.987,1030,576,58,No,784
497,5,,pl59_day5.mov,7.987,1122,576,59,No,784
498,5,,pl5_day5.mov,7.987,1042,576,05,No,784
499,5,,pl60_day5.mov,7.987,1003,576,60,No,784
500,5,,pl61_day5.mov,7.987,1003,576,61,No,784
501,5,,pl62_day5.mov,7.987,987,576,62,No,784
502,5,,pl63_day5.mov,7.987,1019,576,63,No,784
503,5,,pl64_day5.mov,7.987,1040,576,64,No,784
504,5,,pl65_day5.mov,7.987,989,576,65,No,784
505,5,,pl66_day5.mov,7.987,1042,576,66,No,784
506,5,,pl67_day5.mov,7.987,1015,576,67,No,784
507,5,,pl68_day5.mov,7.987,1059,576,68,No,784
508,5,,pl69_day5.mov,7.987,1077,576,69,No,784
509,5,,pl6_day5.mov,7.987,1003,576,06,No,784
510,5,,pl70_day5.mov,7.987,1001,576,70,No,784
511,5,,pl71_day5.mov,7.987,1000,576,71,No,784
512,5,,pl72_day5.mov,7.987,1078,576,72,No,784
513,5,,pl73_day5.mov,7.987,1000,576,73,No,784
514,5,,pl74_day5.mov,7.987,996,576,74,No,784
515,5,,pl7_day5.mov,7.987,997,576,07,No,784
516,5,,pl8_day5.mov,7.987,1012,576,08,No,784
517,5,,pl9_day5.mov,7.987,1008,576,09,No,784
518,7,,pl26_day7.mov,7.987,998,576,26,No,784
519,7,,pl27_day7.mov,7.987,994,576,27,No,784
520,7,,pl28_day7.mov,7.987,994,576,28,No,784
521,7,,pl29_day7.mov,7.987,997,576,29,No,784
522,7,,pl30_day7.mov,7.987,992,576,30,No,784
523,7,,pl31_day7.mov,7.987,990,576,31,No,784
524,7,,pl32_day7.mov,7.987,994,576,32,No,784
525,7,,pl33_day7.mov,7.987,1046,576,33,No,784
526,7,,pl34_day7.mov,7.987,996,576,34,No,784
527,7,,pl35_day7.mov,7.987,994,576,35,No,784
528,7,,pl36_day7.mov,7.987,1001,576,36,No,784
529,7,,pl37_day7.mov,7.987,1028,576,37,No,784
530,7,,pl38_day7.mov,7.987,999,576,38,No,784
531,7,,pl39_day7.mov,7.987,996,576,39,No,784
532,7,,pl40_day7.mov,7.987,993,576,40,No,784
533,7,,pl41_day7.mov,7.987,996,576,41,No,784
534,7,,pl42_day7.mov,7.987,994,576,42,No,784
535,7,,pl43_day7.mov,7.987,1002,576,43,No,784
536,7,,pl44_day7.mov,7.987,1059,576,44,No,784
537,7,,pl45_day7.mov,7.987,994,576,45,No,784
538,7,,pl46_day7.mov,7.987,1003,576,46,No,784
539,7,,pl47_day7.mov,7.987,998,576,47,No,784
540,7,,pl48_day7.mov,7.987,1037,576,48,No,784
541,7,,pl49_day7.mov,7.987,997,576,49,No,784
542,7,,pl50_day7.mov,7.987,1000,576,50,No,784
543,7,,pl51_day7.mov,7.987,1037,576,51,No,784
544,7,,pl52_day7.mov,7.987,1047,576,52,No,784
545,7,,pl53_day7.mov,7.987,1045,576,53,No,784
546,7,,pl54_day7.mov,7.987,1044,576,54,No,784
547,7,,pl55_day7.mov,7.987,1036,576,55,No,784
548,7,,pl56_day7.mov,7.987,1029,576,56,No,784
549,7,,pl57_day7.mov,7.987,1045,576,57,No,784
550,7,,pl58_day7.mov,7.987,1035,576,58,No,784
551,7,,pl59_day7.mov,7.987,1038,576,59,No,784
552,7,,pl60_day7.mov,7.987,1037,576,60,No,784
553,7,,pl61_day7.mov,7.987,1045,576,61,No,784
554,7,,pl62_day7.mov,7.987,1045,576,62,No,784
555,7,,pl63_day7.mov,7.987,1037,576,63,No,784
556,7,,pl64_day7.mov,7.987,1044,576,64,No,784
557,7,,pl65_day7.mov,7.987,1045,576,65,No,784
558,7,,pl66_day7.mov,7.987,1037,576,66,No,784
559,7,,pl67_day7.mov,7.987,1044,576,67,No,784
560,7,,pl68_day7.mov,7.987,1045,576,68,No,784
561,7,,pl69_day7.mov,7.987,1029,576,69,No,784
562,7,,pl70_day7.mov,7.987,1037,576,70,No,784
563,7,,pl71_day7.mov,7.987,1037,576,71,No,784
564,7,,pl72_day7.mov,7.987,1037,576,72,No,784
565,7,,pl73_day7.mov,7.987,1061,576,73,No,784
566,7,,pl74_day7.mov,7.987,1037,576,74,No,784
567,7,,plt10_day7.mov,7.987,981,576,10,No,784
568,7,,plt11_day7.mov,7.987,987,576,11,No,784
569,7,,plt12_day7.mov,7.987,987,576,12,No,784
570,7,,plt13_day7.mov,7.987,990,576,13,No,784
571,7,,plt14_day7.mov,7.987,980,576,14,No,784
572,7,,plt15_day7.mov,7.987,990,576,15,No,784
573,7,,plt16_day7.mov,7.987,985,576,16,No,784
574,7,,plt17_day7.mov,7.987,979,576,17,No,784
575,7,,plt18_day7.mov,7.987,995,576,18,No,784
576,7,,plt19_day7.mov,7.987,988,576,19,No,784
577,7,,plt1_day7.mov,7.987,979,576,01,No,784
578,7,,plt20_day7.mov,7.987,993,576,20,No,784
579,7,,plt21_day7.mov,7.987,992,576,21,No,784
580,7,,plt22_day7.mov,7.987,989,576,22,No,784
581,7,,plt23_day7.mov,7.987,989,576,23,No,784
582,7,,plt24_day7.mov,7.987,990,576,24,No,784
583,7,,plt25_day7.mov,7.987,1046,576,25,No,784
584,7,,plt2_day7.mov,7.987,1037,576,02,No,784
585,7,,plt3_day7.mov,7.987,979,576,03,No,784
586,7,,plt4_day7.mov,7.987,988,576,04,No,784
587,7,,plt5_day7.mov,7.987,995,576,05,No,784
588,7,,plt6_day7.mov,7.987,986,576,06,No,784
589,7,,plt7_day7.mov,7.987,987,576,07,No,784
590,7,,plt8_day7.mov,7.987,982,576,08,No,784
591,7,,plt9_day7.mov,7.987,986,576,09,No,784
592,9,,pl26_day9.mov,7.987,994,576,26,No,784
593,9,,pl27_day9.mov,7.987,995,576,27,No,784
594,9,,pl28_day9.mov,7.987,993,576,28,No,784
595,9,,pl29_day9.mov,7.987,994,576,29,No,784
596,9,,pl30_day9.mov,7.987,995,576,30,No,784
597,9,,pl31_day9.mov,7.987,996,576,31,No,784
598,9,,pl32_day9.mov,7.987,993,576,32,No,784
599,9,,pl33_day9.mov,7.987,1039,576,33,No,784
600,9,,pl34_day9.mov,7.987,994,576,34,No,784
601,9,,pl35_day9.mov,7.987,1014,576,35,No,784
602,9,,pl36_day9.mov,7.987,993,576,36,No,784
603,9,,pl37_day9.mov,7.987,991,576,37,No,784
604,9,,pl38_day9.mov,7.987,994,576,38,No,784
605,9,,pl39_day9.mov,7.987,1055,576,39,No,784
606,9,,pl40_day9.mov,7.987,993,576,40,No,784
607,9,,pl41_day9.mov,7.987,999,576,41,No,784
608,9,,pl42_day9.mov,7.987,993,576,42,No,784
609,9,,pl43_day9.mov,7.987,994,576,43,No,784
610,9,,pl44_day9.mov,7.987,998,576,44,No,784
611,9,,pl45_day9.mov,7.987,994,576,45,No,784
612,9,,pl46_day9.mov,7.987,994,576,46,No,784
613,9,,pl47_day9.mov,7.987,993,576,47,No,784
614,9,,pl48_day9.mov,7.987,1010,576,48,No,784
615,9,,pl49_day9.mov,7.987,994,576,49,No,784
616,9,,pl50_day9.mov,7.987,994,576,50,No,784
617,9,,pl51_day9.mov,7.987,999,576,51,No,784
618,9,,pl52_day9.mov,7.987,1006,576,52,No,784
619,9,,pl53_day9.mov,7.987,973,576,53,No,784
620,9,,pl54_day9.mov,7.987,1003,576,54,No,784
621,9,,pl55_day9.mov,7.987,994,576,55,No,784
622,9,,pl56_day9.mov,7.987,993,576,56,No,784
623,9,,pl57_day9.mov,7.987,996,576,57,No,784
624,9,,pl58_day9.mov,7.987,994,576,58,No,784
625,9,,pl59_day9.mov,7.987,990,576,59,No,784
626,9,,pl60_day9.mov,7.987,994,576,60,No,784
627,9,,pl61_day9.mov,7.987,739,576,61,No,784
628,9,,pl62_day9.mov,7.987,1061,576,62,No,784
629,9,,pl63_day9.mov,7.987,993,576,63,No,784
630,9,,pl64_day9.mov,7.987,994,576,64,No,784
631,9,,pl65_day9.mov,7.987,993,576,65,No,784
632,9,,pl66_day9.mov,7.987,993,576,66,No,784
633,9,,pl67_day9.mov,7.987,1105,576,67,No,784
634,9,,pl68_day9.mov,7.987,996,576,68,No,784
635,9,,pl69_day9.mov,7.987,996,576,69,No,784
636,9,,pl70_day9.mov,7.987,994,576,70,No,784
637,9,,pl71_day9.mov,7.987,994,576,71,No,784
638,9,,pl72_day9.mov,7.987,1044,576,72,No,784
639,9,,pl73_day9.mov,7.987,998,576,73,No,784
640,9,,pl74_day9.mov,7.987,1031,576,74,No,784
641,9,,plt10_day9.mov,7.987,1053,576,10,No,784
642,9,,plt11_day9.mov,7.987,980,576,11,No,784
643,9,,plt12_day9.mov,7.987,980,576,12,No,784
644,9,,plt13_day9.mov,7.987,1060,576,13,No,784
645,9,,plt14_day9.mov,7.987,1002,576,14,No,784
646,9,,plt15_day9.mov,7.987,1004,576,15,No,784
647,9,,plt16_day9.mov,7.987,982,576,16,No,784
648,9,,plt17_day9.mov,7.987,1016,576,17,No,784
649,9,,plt18_day9.mov,7.987,1024,576,18,No,784
650,9,,plt19_day9.mov,7.987,1037,576,19,No,784
651,9,,plt1_day9.mov,7.987,1000,576,01,No,784
652,9,,plt20_day9.mov,7.987,1000,576,20,No,784
653,9,,plt21_day9.mov,7.987,1004,576,21,No,784
654,9,,plt22_day9.mov,7.987,1003,576,22,No,784
655,9,,plt23_day9.mov,7.987,1005,576,23,No,784
656,9,,plt24_day9.mov,7.987,1161,576,24,No,784
657,9,,plt25_day9.mov,7.987,982,576,25,No,784
658,9,,plt2_day9.mov,7.987,1013,576,02,No,784
659,9,,plt3_day9.mov,7.987,979,576,03,No,784
660,9,,plt4_day9.mov,7.987,1203,576,04,No,784
661,9,,plt5_day9.mov,7.987,1004,576,05,No,784
662,9,,plt6_day9.mov,7.987,1002,576,06,No,784
663,9,,plt7_day9.mov,7.987,1003,576,07,No,784
664,9,,plt8_day9.mov,7.987,1005,576,08,No,784
665,9,,plt9_day9.mov,7.987,1034,576,09,No,784
