index,day,drop,drop_img_sim,file_name,fps,frames,height,plate,tracked,width
381,21,491,0.703131671,pl37_day21.mov,7.987,987,576,37,No,784
382,21,490,0.799042353,pl38_day21.mov,7.987,985,576,38,No,784
383,21,488,0.563710476,pl39_day21.mov,7.987,989,576,39,No,784
384,21,490,0.685968627,pl40_day21.mov,7.987,994,576,40,No,784
385,21,490,0.675473846,pl41_day21.mov,7.987,993,576,41,No,784
386,21,491,0.608963292,pl42_day21.mov,7.987,990,576,42,No,784
387,21,491,0.804355557,pl43_day21.mov,7.987,993,576,43,No,784
388,21,491,0.6203992,pl44_day21.mov,7.987,989,576,44,No,784
389,21,491,0.635639224,pl45_day21.mov,7.987,988,576,45,No,784
390,21,489,0.618394313,pl46_day21.mov,7.987,993,576,46,No,784
391,21,491,0.668718225,pl47_day21.mov,7.987,987,576,47,No,784
392,21,492,0.591386577,pl48_day21.mov,7.987,986,576,48,No,784
393,21,488,0.629923689,pl49_day21.mov,7.987,989,576,49,No,784
394,21,490,0.584118919,pl50_day21.mov,7.987,988,576,50,No,784
395,21,492,0.676935965,pl51_day21.mov,7.987,991,576,51,No,784
396,21,492,0.614852695,pl52_day21.mov,7.987,991,576,52,No,784
397,21,492,0.723099407,pl53_day21.mov,7.987,993,576,53,No,784
398,21,492,0.599709081,pl54_day21.mov,7.987,985,576,54,No,784
399,21,493,0.694200575,pl55_day21.mov,7.987,984,576,55,No,784
400,21,490,0.634470282,pl56_day21.mov,7.987,986,576,56,No,784
401,21,491,0.610352975,pl57_day21.mov,7.987,987,576,57,No,784
402,21,491,0.648213705,pl58_day21.mov,7.987,987,576,58,No,784
403,21,491,0.612885593,pl59_day21.mov,7.987,986,576,59,No,784
404,21,493,0.677031598,pl60_day21.mov,7.987,986,576,60,No,784
405,21,491,0.702564594,pl61_day21.mov,7.987,985,576,61,No,784
406,21,491,0.603297553,pl62_day21.mov,7.987,988,576,62,No,784
407,21,492,0.570482312,pl63_day21.mov,7.987,987,576,63,No,784
408,21,490,0.765396592,pl64_day21.mov,7.987,984,576,64,No,784
409,21,491,0.646770886,pl65_day21.mov,7.987,986,576,65,No,784
410,21,490,0.606345044,pl66_day21.mov,7.987,988,576,66,No,784
411,21,493,0.683607377,pl67_day21.mov,7.987,986,576,67,No,784
412,21,492,0.687793925,pl68_day21.mov,7.987,987,576,68,No,784
413,21,492,0.600695285,pl69_day21.mov,7.987,988,576,69,No,784
414,21,487,0.681245513,pl70_day21.mov,7.987,986,576,70,No,784
415,21,489,0.612507881,pl71_day21.mov,7.987,994,576,71,No,784
416,21,490,0.657223463,pl72_day21.mov,7.987,987,576,72,No,784
417,21,492,0.606851319,pl73_day21.mov,7.987,987,576,73,No,784
418,21,503,0.599090149,pl74_day21.mov,7.987,1002,576,74,No,784
419,21,499,0.539273418,plt10_day21.mov,7.987,1011,576,10,No,784
420,21,583,0.581019053,plt11_day21.mov,7.987,1086,576,11,No,784
421,21,483,0.544175979,plt12_day21.mov,7.987,1002,576,12,No,784
422,21,495,0.602133197,plt13_day21.mov,7.987,1013,576,13,No,784
423,21,485,0.538500047,plt14_day21.mov,7.987,1003,576,14,No,784
424,21,647,0.549836295,plt15_day21.mov,7.987,1211,576,15,No,784
425,21,490,0.601638459,plt16_day21.mov,7.987,1003,576,16,No,784
426,21,507,0.56951189,plt17_day21.mov,7.987,1022,576,17,No,784
427,21,490,0.514598142,plt18_day21.mov,7.987,1008,576,18,No,784
428,21,483,0.622233136,plt19_day21.mov,7.987,1020,576,19,No,784
429,21,505,0.547593789,plt1_day21.mov,7.987,1011,576,1,No,784
430,21,484,0.557921127,plt20_day21.mov,7.987,1005,576,20,No,784
431,21,489,0.537502909,plt21_day21.mov,7.987,1001,576,21,No,784
432,21,541,0.506636806,plt22_day21.mov,7.987,1042,576,22,No,784
433,21,514,0.587825168,plt23_day21.mov,7.987,995,576,23,No,784
434,21,481,0.576892936,plt24_day21.mov,7.987,1007,576,24,No,784
435,21,474,0.533280141,plt25_day21.mov,7.987,1003,576,25,No,784
436,21,492,0.601423085,plt2_day21.mov,7.987,985,576,2,No,784
437,21,491,0.54260688,plt3_day21.mov,7.987,1002,576,3,No,784
438,21,523,0.553996769,plt4_day21.mov,7.987,1019,576,4,No,784
439,21,488,0.605314444,plt5_day21.mov,7.987,1011,576,5,No,784
440,21,507,0.565425052,plt6_day21.mov,7.987,1027,576,6,No,784
441,21,480,0.575391457,plt7_day21.mov,7.987,1002,576,7,No,784
442,21,511,0.558822517,plt8_day21.mov,7.987,1003,576,8,No,784
443,21,512,0.666050216,plt9_day21.mov,7.987,1021,576,9,No,784
444,5,510,0.504941394,pl10_day5.mov,7.987,1027,576,10,No,784
445,5,500,0.513854834,pl11_day5.mov,7.987,1006,576,11,No,784
446,5,493,0.557979506,pl12_day5.mov,7.987,1003,576,12,No,784
447,5,479,0.543888912,pl13_day5.mov,7.987,988,576,13,No,784
448,5,501,0.576072661,pl14_day5.mov,7.987,1015,576,14,No,784
449,5,494,0.566848489,pl15_day5.mov,7.987,1001,576,15,No,784
450,5,493,0.606772699,pl16_day5.mov,7.987,999,576,16,No,784
451,5,499,0.619324656,pl17_day5.mov,7.987,1004,576,17,No,784
452,5,493,0.65115499,pl18_day5.mov,7.987,1006,576,18,No,784
453,5,506,0.618032298,pl19_day5.mov,7.987,1009,576,19,No,784
454,5,498,0.589177664,pl1_day5.mov,7.987,1001,576,1,No,784
455,5,503,0.592196422,pl20_day5.mov,7.987,1002,576,20,No,784
456,5,499,0.58248849,pl21_day5.mov,7.987,996,576,21,No,784
457,5,505,0.557870106,pl22_day5.mov,7.987,1074,576,22,No,784
458,5,517,0.570348455,pl23_day5.mov,7.987,1012,576,23,No,784
459,5,487,0.67418702,pl24_day5.mov,7.987,997,576,24,No,784
460,5,477,0.535848703,pl25_day5.mov,7.987,986,576,25,No,784
461,5,493,0.564345529,pl26_day5.mov,7.987,1023,576,26,No,784
462,5,491,0.683744526,pl27_day5.mov,7.987,996,576,27,No,784
463,5,491,0.57366926,pl28_day5.mov,7.987,987,576,28,No,784
464,5,500,0.545632371,pl29_day5.mov,7.987,994,576,29,No,784
465,5,508,0.55395404,pl2_day5.mov,7.987,1004,576,2,No,784
466,5,515,0.623515672,pl30_day5.mov,7.987,1050,576,30,No,784
467,5,490,0.621793615,pl31_day5.mov,7.987,986,576,31,No,784
468,5,517,0.59325983,pl32_day5.mov,7.987,1059,576,32,No,784
469,5,490,0.698883015,pl33_day5.mov,7.987,983,576,33,No,784
470,5,483,0.603305668,pl34_day5.mov,7.987,977,576,34,No,784
471,5,506,0.720413882,pl35_day5.mov,7.987,1003,576,35,No,784
472,5,615,0.666924457,pl36_day5.mov,7.987,1124,576,36,No,784
473,5,492,0.575254073,pl37_day5.mov,7.987,984,576,37,No,784
474,5,487,0.658022615,pl38_day5.mov,7.987,985,576,38,No,784
475,5,485,0.595745753,pl39_day5.mov,7.987,985,576,39,No,784
476,5,485,0.572183024,pl3_day5.mov,7.987,1000,576,3,No,784
477,5,583,0.555271066,pl40_day5.mov,7.987,1083,576,40,No,784
478,5,504,0.56507962,pl41_day5.mov,7.987,1000,576,41,No,784
479,5,543,0.588983385,pl42_day5.mov,7.987,1049,576,42,No,784
480,5,496,0.560302833,pl43_day5.mov,7.987,987,576,43,No,784
481,5,493,0.619741203,pl44_day5.mov,7.987,990,576,44,No,784
482,5,487,0.615614719,pl45_day5.mov,7.987,984,576,45,No,784
483,5,526,0.53495925,pl46_day5.mov,7.987,1025,576,46,No,784
484,5,488,0.570343434,pl47_day5.mov,7.987,987,576,47,No,784
485,5,489,0.595243425,pl48_day5.mov,7.987,1002,576,48,No,784
486,5,490,0.632431285,pl49_day5.mov,7.987,989,576,49,No,784
487,5,513,0.614095196,pl4_day5.mov,7.987,1017,576,4,No,784
488,5,492,0.681205468,pl50_day5.mov,7.987,986,576,50,No,784
489,5,495,0.634870498,pl51_day5.mov,7.987,1001,576,51,No,784
490,5,514,0.579934832,pl52_day5.mov,7.987,1049,576,52,No,784
491,5,508,0.640808317,pl53_day5.mov,7.987,1053,576,53,No,784
492,5,523,0.615089445,pl54_day5.mov,7.987,1054,576,54,No,784
493,5,482,0.571583603,pl55_day5.mov,7.987,1001,576,55,No,784
494,6,520,0.627374934,pl56_day6.mov,7.987,1022,576,56,No,784
495,5,505,0.553555152,pl57_day5.mov,7.987,1062,576,57,No,784
496,5,500,0.671208689,pl58_day5.mov,7.987,1030,576,58,No,784
497,5,572,0.572231482,pl59_day5.mov,7.987,1122,576,59,No,784
498,5,550,0.561836746,pl5_day5.mov,7.987,1042,576,5,No,784
499,5,493,0.562318977,pl60_day5.mov,7.987,1003,576,60,No,784
500,5,490,0.62047176,pl61_day5.mov,7.987,1003,576,61,No,784
501,5,490,0.538732767,pl62_day5.mov,7.987,987,576,62,No,784
502,5,494,0.539322993,pl63_day5.mov,7.987,1019,576,63,No,784
503,5,510,0.656651958,pl64_day5.mov,7.987,1040,576,64,No,784
504,5,488,0.575126251,pl65_day5.mov,7.987,989,576,65,No,784
505,5,491,0.638807839,pl66_day5.mov,7.987,1042,576,66,No,784
506,5,485,0.653872947,pl67_day5.mov,7.987,1015,576,67,No,784
507,5,561,0.617326057,pl68_day5.mov,7.987,1059,576,68,No,784
508,5,550,0.662162823,pl69_day5.mov,7.987,1077,576,69,No,784
509,5,497,0.56786478,pl6_day5.mov,7.987,1003,576,6,No,784
510,5,493,0.786008143,pl70_day5.mov,7.987,1001,576,70,No,784
511,5,492,0.670205427,pl71_day5.mov,7.987,1000,576,71,No,784
512,5,510,0.515176337,pl72_day5.mov,7.987,1078,576,72,No,784
513,5,493,0.681103738,pl73_day5.mov,7.987,1000,576,73,No,784
514,5,503,0.886602289,pl74_day5.mov,7.987,996,576,74,No,784
515,5,496,0.6542951,pl7_day5.mov,7.987,997,576,7,No,784
516,5,512,0.559465046,pl8_day5.mov,7.987,1012,576,8,No,784
517,5,497,0.512216233,pl9_day5.mov,7.987,1008,576,9,No,784
518,7,488,0.646409737,pl26_day7.mov,7.987,998,576,26,No,784
519,7,491,0.686914178,pl27_day7.mov,7.987,994,576,27,No,784
520,7,489,0.639655279,pl28_day7.mov,7.987,994,576,28,No,784
521,7,490,0.707426307,pl29_day7.mov,7.987,997,576,29,No,784
522,7,492,0.594935239,pl30_day7.mov,7.987,992,576,30,No,784
523,7,489,0.683031586,pl31_day7.mov,7.987,990,576,31,No,784
524,7,490,0.615833016,pl32_day7.mov,7.987,994,576,32,No,784
525,7,486,0.664836159,pl33_day7.mov,7.987,1046,576,33,No,784
526,7,490,0.604535597,pl34_day7.mov,7.987,996,576,34,No,784
527,7,489,0.607066404,pl35_day7.mov,7.987,994,576,35,No,784
528,7,498,0.580882268,pl36_day7.mov,7.987,1001,576,36,No,784
529,7,493,0.592194205,pl37_day7.mov,7.987,1028,576,37,No,784
530,7,484,0.641464012,pl38_day7.mov,7.987,999,576,38,No,784
531,7,490,0.556865377,pl39_day7.mov,7.987,996,576,39,No,784
532,7,489,0.65222244,pl40_day7.mov,7.987,993,576,40,No,784
533,7,485,0.61029959,pl41_day7.mov,7.987,996,576,41,No,784
534,7,490,0.56544626,pl42_day7.mov,7.987,994,576,42,No,784
535,7,493,0.563759855,pl43_day7.mov,7.987,1002,576,43,No,784
536,7,490,0.705628283,pl44_day7.mov,7.987,1059,576,44,No,784
537,7,490,0.612626144,pl45_day7.mov,7.987,994,576,45,No,784
538,7,500,0.627197324,pl46_day7.mov,7.987,1003,576,46,No,784
539,7,492,0.812512453,pl47_day7.mov,7.987,998,576,47,No,784
540,7,487,0.595047195,pl48_day7.mov,7.987,1037,576,48,No,784
541,7,490,0.576108292,pl49_day7.mov,7.987,997,576,49,No,784
542,7,491,0.596807611,pl50_day7.mov,7.987,1000,576,50,No,784
543,7,486,0.589708033,pl51_day7.mov,7.987,1037,576,51,No,784
544,7,507,0.803445673,pl52_day7.mov,7.987,1047,576,52,No,784
545,7,496,0.560474108,pl53_day7.mov,7.987,1045,576,53,No,784
546,7,496,0.60758424,pl54_day7.mov,7.987,1044,576,54,No,784
547,7,487,0.64530083,pl55_day7.mov,7.987,1036,576,55,No,784
548,7,489,0.514356999,pl56_day7.mov,7.987,1029,576,56,No,784
549,7,492,0.631960834,pl57_day7.mov,7.987,1045,576,57,No,784
550,7,486,0.633349882,pl58_day7.mov,7.987,1035,576,58,No,784
551,7,482,0.668822838,pl59_day7.mov,7.987,1038,576,59,No,784
552,7,485,0.576619,pl60_day7.mov,7.987,1037,576,60,No,784
553,7,497,0.596794105,pl61_day7.mov,7.987,1045,576,61,No,784
554,7,492,0.552036549,pl62_day7.mov,7.987,1045,576,62,No,784
555,7,487,0.602883223,pl63_day7.mov,7.987,1037,576,63,No,784
556,7,491,0.573706933,pl64_day7.mov,7.987,1044,576,64,No,784
557,7,489,0.680444345,pl65_day7.mov,7.987,1045,576,65,No,784
558,7,489,0.555087393,pl66_day7.mov,7.987,1037,576,66,No,784
559,7,485,0.615312268,pl67_day7.mov,7.987,1044,576,67,No,784
560,7,495,0.634161029,pl68_day7.mov,7.987,1045,576,68,No,784
561,7,484,0.616129834,pl69_day7.mov,7.987,1029,576,69,No,784
562,7,487,0.770180565,pl70_day7.mov,7.987,1037,576,70,No,784
563,7,488,0.527315815,pl71_day7.mov,7.987,1037,576,71,No,784
564,7,487,0.545202492,pl72_day7.mov,7.987,1037,576,72,No,784
565,7,515,0.690479382,pl73_day7.mov,7.987,1061,576,73,No,784
566,7,485,0.609252183,pl74_day7.mov,7.987,1037,576,74,No,784
567,7,496,0.565582537,plt10_day7.mov,7.987,981,576,10,No,784
568,7,492,0.601719817,plt11_day7.mov,7.987,987,576,11,No,784
569,7,490,0.552321865,plt12_day7.mov,7.987,987,576,12,No,784
570,7,497,0.545193769,plt13_day7.mov,7.987,990,576,13,No,784
571,7,491,0.633078,plt14_day7.mov,7.987,980,576,14,No,784
572,7,498,0.693721828,plt15_day7.mov,7.987,990,576,15,No,784
573,7,492,0.563839249,plt16_day7.mov,7.987,985,576,16,No,784
574,7,486,0.590493007,plt17_day7.mov,7.987,979,576,17,No,784
575,7,502,0.580489275,plt18_day7.mov,7.987,995,576,18,No,784
576,7,488,0.696179771,plt19_day7.mov,7.987,988,576,19,No,784
577,7,488,0.607287653,plt1_day7.mov,7.987,979,576,1,No,784
578,7,498,0.640714241,plt20_day7.mov,7.987,993,576,20,No,784
579,7,490,0.561700745,plt21_day7.mov,7.987,992,576,21,No,784
580,7,490,0.668929907,plt22_day7.mov,7.987,989,576,22,No,784
581,7,497,0.523010816,plt23_day7.mov,7.987,989,576,23,No,784
582,7,493,0.489447726,plt24_day7.mov,7.987,990,576,24,No,784
583,7,563,0.66580756,plt25_day7.mov,7.987,1046,576,25,No,784
584,7,501,0.678020451,plt2_day7.mov,7.987,1037,576,2,No,784
585,7,487,0.677457952,plt3_day7.mov,7.987,979,576,3,No,784
586,7,485,0.504873125,plt4_day7.mov,7.987,988,576,4,No,784
587,7,488,0.61239339,plt5_day7.mov,7.987,995,576,5,No,784
588,7,490,0.518279149,plt6_day7.mov,7.987,986,576,6,No,784
589,7,490,0.61133805,plt7_day7.mov,7.987,987,576,7,No,784
590,7,491,0.540331166,plt8_day7.mov,7.987,982,576,8,No,784
591,7,508,0.67628005,plt9_day7.mov,7.987,986,576,9,No,784
592,9,492,0.746465492,pl26_day9.mov,7.987,994,576,26,No,784
593,9,489,0.536402049,pl27_day9.mov,7.987,995,576,27,No,784
594,9,491,0.737759345,pl28_day9.mov,7.987,993,576,28,No,784
595,9,492,0.726892388,pl29_day9.mov,7.987,994,576,29,No,784
596,9,489,0.635092725,pl30_day9.mov,7.987,995,576,30,No,784
597,9,490,0.69394868,pl31_day9.mov,7.987,996,576,31,No,784
598,9,491,0.687310073,pl32_day9.mov,7.987,993,576,32,No,784
599,9,527,0.568424581,pl33_day9.mov,7.987,1039,576,33,No,784
600,9,492,0.637824441,pl34_day9.mov,7.987,994,576,34,No,784
601,9,504,0.6064975,pl35_day9.mov,7.987,1014,576,35,No,784
602,9,490,0.557377162,pl36_day9.mov,7.987,993,576,36,No,784
603,9,489,0.522766961,pl37_day9.mov,7.987,991,576,37,No,784
604,9,490,0.570241124,pl38_day9.mov,7.987,994,576,38,No,784
605,9,491,0.565204332,pl39_day9.mov,7.987,1055,576,39,No,784
606,9,493,0.579334839,pl40_day9.mov,7.987,993,576,40,No,784
607,9,493,0.787864883,pl41_day9.mov,7.987,999,576,41,No,784
608,9,493,0.662312117,pl42_day9.mov,7.987,993,576,42,No,784
609,9,490,0.617736849,pl43_day9.mov,7.987,994,576,43,No,784
610,9,487,0.564093834,pl44_day9.mov,7.987,998,576,44,No,784
611,9,490,0.615239446,pl45_day9.mov,7.987,994,576,45,No,784
612,9,492,0.614652788,pl46_day9.mov,7.987,994,576,46,No,784
613,9,492,0.655762497,pl47_day9.mov,7.987,993,576,47,No,784
614,9,499,0.665908098,pl48_day9.mov,7.987,1010,576,48,No,784
615,9,491,0.593189049,pl49_day9.mov,7.987,994,576,49,No,784
616,9,490,0.552835564,pl50_day9.mov,7.987,994,576,50,No,784
617,9,489,0.577991762,pl51_day9.mov,7.987,999,576,51,No,784
618,9,496,0.611566469,pl52_day9.mov,7.987,1006,576,52,No,784
619,9,491,0.614337012,pl53_day9.mov,7.987,973,576,53,No,784
620,9,500,0.587412277,pl54_day9.mov,7.987,1003,576,54,No,784
621,9,489,0.703902882,pl55_day9.mov,7.987,994,576,55,No,784
622,9,490,0.637560826,pl56_day9.mov,7.987,993,576,56,No,784
623,9,491,0.628748144,pl57_day9.mov,7.987,996,576,57,No,784
624,9,491,0.663512961,pl58_day9.mov,7.987,994,576,58,No,784
625,9,489,0.616722766,pl59_day9.mov,7.987,990,576,59,No,784
626,9,489,0.616724531,pl60_day9.mov,7.987,994,576,60,No,784
627,9,492,0.596461598,pl61_day9.mov,7.987,739,576,61,No,784
628,9,525,0.543929946,pl62_day9.mov,7.987,1061,576,62,No,784
629,9,492,0.569812598,pl63_day9.mov,7.987,993,576,63,No,784
630,9,491,0.537496044,pl64_day9.mov,7.987,994,576,64,No,784
631,9,490,0.580771058,pl65_day9.mov,7.987,993,576,65,No,784
632,9,491,0.61199367,pl66_day9.mov,7.987,993,576,66,No,784
633,9,486,0.582153111,pl67_day9.mov,7.987,1105,576,67,No,784
634,9,489,0.543363902,pl68_day9.mov,7.987,996,576,68,No,784
635,9,495,0.599982705,pl69_day9.mov,7.987,996,576,69,No,784
636,9,490,0.87205512,pl70_day9.mov,7.987,994,576,70,No,784
637,9,489,0.578092248,pl71_day9.mov,7.987,994,576,71,No,784
638,9,521,0.578675836,pl72_day9.mov,7.987,1044,576,72,No,784
639,9,489,0.636203847,pl73_day9.mov,7.987,998,576,73,No,784
640,9,490,0.606518358,pl74_day9.mov,7.987,1031,576,74,No,784
641,9,527,0.631725696,plt10_day9.mov,7.987,1053,576,10,No,784
642,9,487,0.574239448,plt11_day9.mov,7.987,980,576,11,No,784
643,9,488,0.623112703,plt12_day9.mov,7.987,980,576,12,No,784
644,9,535,0.645010496,plt13_day9.mov,7.987,1060,576,13,No,784
645,9,485,0.557679171,plt14_day9.mov,7.987,1002,576,14,No,784
646,9,518,0.595086026,plt15_day9.mov,7.987,1004,576,15,No,784
647,9,485,0.551097374,plt16_day9.mov,7.987,982,576,16,No,784
648,9,492,0.605617467,plt17_day9.mov,7.987,1016,576,17,No,784
649,9,536,0.692553635,plt18_day9.mov,7.987,1024,576,18,No,784
650,9,545,0.59730248,plt19_day9.mov,7.987,1037,576,19,No,784
651,9,491,0.596295749,plt1_day9.mov,7.987,1000,576,1,No,784
652,9,512,0.538675262,plt20_day9.mov,7.987,1000,576,20,No,784
653,9,508,0.577681686,plt21_day9.mov,7.987,1004,576,21,No,784
654,9,508,0.553547628,plt22_day9.mov,7.987,1003,576,22,No,784
655,9,506,0.516613653,plt23_day9.mov,7.987,1005,576,23,No,784
656,9,500,0.630297694,plt24_day9.mov,7.987,1161,576,24,No,784
657,9,486,0.851007546,plt25_day9.mov,7.987,982,576,25,No,784
658,9,522,0.574887138,plt2_day9.mov,7.987,1013,576,2,No,784
659,9,487,0.632245261,plt3_day9.mov,7.987,979,576,3,No,784
660,9,725,0.671473258,plt4_day9.mov,7.987,1203,576,4,No,784
661,9,497,0.633012868,plt5_day9.mov,7.987,1004,576,5,No,784
662,9,488,0.520040306,plt6_day9.mov,7.987,1002,576,6,No,784
663,9,498,0.514565707,plt7_day9.mov,7.987,1003,576,7,No,784
664,9,514,0.720587596,plt8_day9.mov,7.987,1005,576,8,No,784
665,9,486,0.556413832,plt9_day9.mov,7.987,1034,576,9,No,784
